xmlns:cpt=http://iri.columbia.edu/CPT/v10/
xmlns:cf=http://cf-pcmdi.llnl.gov/documents/cf-conventions/1.4/
cpt:nfields=1
cpt:T	1982-11/1983-01	1983-11/1984-01	1984-11/1985-01	1985-11/1986-01	1986-11/1987-01	1987-11/1988-01	1988-11/1989-01	1989-11/1990-01	1990-11/1991-01	1991-11/1992-01	1992-11/1993-01	1993-11/1994-01	1994-11/1995-01	1995-11/1996-01	1996-11/1997-01	1997-11/1998-01	1998-11/1999-01	1999-11/2000-01	2000-11/2001-01	2001-11/2002-01	2002-11/2003-01	2003-11/2004-01	2004-11/2005-01	2005-11/2006-01	2006-11/2007-01	2007-11/2008-01	2008-11/2009-01	2009-11/2010-01
cpt:field=prcp, cpt:T=1982-11/1983-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
22.375	  33.0328    	  35.3079    	  40.9837    	  39.8432    	  35.3776    	  38.3373    	  37.6302    	  39.5613    	  36.8405    	  37.3999    	  28.8957    	  29.8154    	  24.2977    	  27.1192    	  34.4240    	  40.7941    	  43.0528    	  31.8931    	  31.4520    	  31.0606    	  34.9483    	  39.0921    	  43.7538    	  46.6491    	  59.6147    	  67.0945    	  68.8854    	  48.8053    
22.125	  39.6182    	  40.3528    	  39.2818    	  36.2922    	  42.4179    	  43.9503    	  43.8301    	  46.1920    	  42.5204    	  37.4404    	  37.2961    	  38.4421    	  28.0486    	  27.0358    	  29.3294    	  36.5445    	  36.8109    	 -999.000    	 -999.000    	  29.7877    	  33.7453    	  36.3925    	  39.8840    	  40.7343    	  55.2626    	  65.5668    	  74.1749    	  45.2540    
21.875	  39.3941    	  43.1258    	  45.9881    	  50.2345    	  45.8009    	  39.5499    	  48.0087    	  43.0116    	  40.9771    	  43.4151    	  42.0829    	  35.5319    	  39.4041    	  37.3800    	  28.2541    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  31.1591    	  32.0068    	  32.5957    	  36.2002    	  37.1867    	  48.0550    	  59.6833    	  65.8737    	  46.4978    
21.625	  35.2040    	  40.7987    	  49.2423    	 -999.000    	  41.3682    	  44.1933    	  38.8182    	  37.9136    	  48.2529    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  33.4869    	  36.1774    	  32.5545    	  34.7777    	  37.5201    	  38.6087    	  52.5331    	  65.1049    	  54.0839    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  35.5609    	  39.0087    	  38.7945    	  38.3835    	  41.2436    	  50.2623    	  61.3802    	  62.7151    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  35.8127    	  34.3485    	  36.3312    	  37.4094    	  34.9452    	  45.9776    	  59.2711    	  72.6206    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  37.5210    	  38.5889    	  37.9349    	  26.5782    	  33.0638    	  44.4326    	  47.5101    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  33.1564    	  25.2435    	  25.5670    	  23.6226    	  19.7792    	  25.6265    	  37.5292    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  19.7221    	  24.6680    	  30.4419    	  34.6379    	  42.2483    	  42.5138    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  33.2856    	  33.4008    	  31.4677    	  30.1525    	  33.5043    
cpt:field=prcp, cpt:T=1985-11/1986-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  44.7710    	  47.3254    	  49.2141    	  48.0080    	  40.1146    	  33.6386    	  19.3725    	  2.16387    	  1.84721    	  1.25797    	  6.87640    	  1.75982    	  1.89458    	  2.72791    	 0.342819    	  2.46966    	  5.58698    	  5.87533    	  4.57791    	  14.5936    	  11.4736    	  1.45813    	 1.442453E-02	  8.63246    	  34.0170    	  41.5865    	  48.5534    	  53.6078    
27.625	  50.4735    	  47.3324    	  51.0148    	  54.5977    	  38.4750    	  33.3759    	  26.8862    	  7.70453    	  3.32456    	  9.27003    	  12.5682    	  9.46792    	  2.54306    	  2.82475    	 0.915642    	  4.10942    	  8.27438    	  3.20784    	  8.95091    	  8.38016    	  9.22602    	  11.6305    	  11.7953    	  33.8244    	  40.4088    	  29.9071    	  47.7388    	  56.6717    
27.375	  49.1733    	  46.9106    	  47.3961    	  44.0948    	  36.2301    	  33.4048    	  32.4471    	  29.9897    	  14.5197    	  9.45399    	  16.3705    	  14.5610    	  8.78630    	  12.5103    	  10.4036    	  7.67796    	  18.5250    	  13.1799    	  20.9892    	  11.5876    	  7.92151    	  19.9977    	  33.2693    	  46.5588    	  43.4753    	  41.1833    	  54.1407    	  67.6381    
27.125	  42.7295    	  32.9167    	  35.8918    	  36.5183    	  29.1296    	  27.2193    	  27.8235    	  28.4853    	  22.6989    	  19.1797    	  26.6545    	  25.9812    	  26.8721    	  30.1316    	  25.0046    	  26.1500    	  25.3724    	  28.6171    	  26.5696    	  34.2642    	  29.3234    	  33.2624    	  40.4374    	  44.7913    	  47.4086    	  49.4360    	  58.4715    	  74.5872    
26.875	  29.1176    	  21.5887    	  27.0324    	  25.5074    	  25.1830    	  21.0961    	  24.6014    	  24.1625    	  19.0204    	  25.0400    	  27.1942    	  29.9181    	  28.7617    	  30.8034    	  33.2837    	  36.8248    	  35.5852    	  32.9318    	  36.3153    	  40.0653    	  40.4690    	  44.7555    	  47.2231    	  51.4438    	  56.5665    	  58.7484    	  58.8688    	  67.5789    
26.625	  31.5286    	  25.2926    	  19.3421    	  21.2608    	  16.0778    	  14.5945    	  13.5226    	  10.7289    	  16.7839    	  20.4107    	  24.9315    	  28.3126    	  30.3053    	  31.5282    	  37.3190    	  38.4943    	  36.4804    	  35.3747    	  38.2981    	  43.2084    	  42.2915    	  45.6573    	  39.4735    	  46.7756    	  53.3799    	  55.8694    	  59.3147    	  65.6322    
26.375	  28.5644    	  23.2919    	  18.3651    	  14.8525    	  13.2655    	  12.2969    	  11.5750    	  12.1688    	  12.5347    	  12.7402    	  20.2714    	  24.5561    	  27.8329    	  29.7196    	  31.3415    	  32.1477    	  32.3889    	  30.0820    	  27.3387    	  34.4420    	  37.2830    	  36.9196    	  40.3460    	  43.8151    	  48.2178    	  54.4813    	  59.9896    	  64.5247    
26.125	  26.9078    	  24.9395    	  25.4881    	  24.6958    	  16.7607    	  12.1037    	  9.65540    	  12.7645    	  15.2992    	  15.8793    	  21.9479    	  24.8962    	  24.3395    	  29.8641    	  31.7465    	  32.3233    	  32.3471    	  29.1100    	  27.8563    	  33.2747    	  35.2705    	  25.6602    	  31.7781    	  42.5808    	  50.2594    	  50.1866    	  52.7392    	  56.6373    
25.875	  29.0901    	  27.7477    	  26.4109    	  24.8039    	  18.2873    	  14.9448    	  15.2424    	  16.4476    	  14.5475    	  17.1322    	  26.4894    	  25.6446    	  25.6984    	  28.0395    	  30.4307    	  31.4583    	  31.2858    	  27.2900    	  29.5170    	  36.3679    	  36.9153    	  37.4158    	  40.7508    	  43.4855    	  42.6363    	  47.1601    	  48.8516    	  50.1293    
25.625	  24.4532    	  23.5051    	  23.2773    	  23.5040    	  19.1312    	  14.9241    	  15.6597    	  16.1902    	  12.4175    	  15.7837    	  25.2306    	  28.9926    	  28.3503    	  28.2205    	  25.8381    	  23.4122    	  23.5836    	  26.2053    	  34.1666    	  42.3219    	  41.2389    	  41.8174    	  45.4306    	  45.8542    	  39.2540    	  43.1934    	  44.7946    	  43.5795    
25.375	  10.7836    	  14.0782    	  15.8067    	  16.7811    	  10.9750    	  11.1436    	  13.6866    	  15.5392    	  15.9338    	  17.5639    	  21.5724    	  25.8381    	  28.1547    	  25.8987    	  22.3308    	  23.3303    	  23.2768    	  24.1536    	  33.0818    	  38.6610    	  39.3150    	  42.2152    	  45.7926    	  50.3782    	  48.0119    	  44.2249    	  44.6320    	  43.6417    
25.125	  11.4010    	  11.1648    	  14.4883    	  10.4224    	  11.6233    	  11.4915    	  11.6964    	  12.9220    	  17.0320    	  18.6562    	  20.6360    	  22.0889    	  21.8686    	  21.0377    	  20.9398    	  21.1808    	  21.9825    	  25.2830    	  33.3206    	  37.1788    	  38.7827    	  41.2268    	  43.4428    	  47.9612    	  50.2721    	  46.6145    	  46.2784    	  35.1721    
24.875	  11.6035    	  11.6124    	  11.6323    	  10.1080    	  14.0961    	  11.2671    	  10.6735    	  12.1185    	  17.4471    	  17.9755    	  24.8589    	  20.5779    	  17.4262    	  18.0841    	  21.2056    	  21.4731    	  23.9704    	  24.2897    	  28.0533    	  37.4511    	  37.0160    	  40.1637    	  44.6924    	  48.7011    	  51.0327    	  47.3716    	  32.8986    	  30.3986    
